Timestamp,City,SignalStrength,CallDropRate,DataUsageMB,CustomerSatisfaction
2024-09-11 09:43:03,Los Angeles,1.66,0.19,4553,2.37
2024-09-13 14:00:03,Chicago,1.44,0.08,1967,3.12
2024-09-12 06:13:03,Houston,2.27,0.13,1691,1.5
2024-09-15 04:43:03,Phoenix,2.88,0.02,872,1.31
2024-09-11 06:50:03,New York,4.13,0.16,3383,2.42
2024-09-14 22:07:03,Los Angeles,4.9,0.15,715,4.56
2024-09-15 09:16:03,Chicago,2.1,0.16,4752,4.56
2024-09-12 14:41:03,Houston,2.11,0.15,1567,3.72
2024-09-15 03:27:03,Phoenix,3.48,0.03,1078,2.9
2024-09-15 01:29:03,New York,2.47,0.06,3213,3.32
2024-09-15 11:42:03,Los Angeles,2.41,0.04,1039,2.21
2024-09-15 16:20:03,Chicago,2.98,0.14,3560,3.17
2024-09-16 01:21:03,Houston,3.13,0.11,2724,2.71
2024-09-11 12:07:03,Phoenix,4.73,0.04,4568,1.23
2024-09-11 14:08:03,New York,4.74,0.04,1509,2.22
2024-09-15 00:34:03,Los Angeles,2.68,0.01,1559,2.13
2024-09-14 22:29:03,Chicago,2.55,0.15,4417,4.3
2024-09-15 13:17:03,Houston,1.5,0.16,3683,3.54
2024-09-13 13:17:03,Phoenix,3.85,0.06,4334,3.47
2024-09-13 20:35:03,New York,1.72,0.01,1781,3.56
2024-09-14 09:58:03,Los Angeles,1.42,0.02,2794,4.57
2024-09-12 00:02:03,Chicago,2.93,0.08,2867,1.62
2024-09-14 16:31:03,Houston,3.3,0.13,1066,3.36
2024-09-14 02:11:03,Phoenix,1.31,0.04,4563,4.65
2024-09-12 23:21:03,New York,2.83,0.12,4071,3.19
2024-09-13 09:45:03,Los Angeles,4.54,0.08,2040,2.8
2024-09-13 21:47:03,Chicago,1.66,0.11,2092,1.29
2024-09-15 09:42:03,Houston,3.92,0.02,2813,4.08
2024-09-13 12:44:03,Phoenix,3.41,0.04,3663,2.3
2024-09-13 12:53:03,New York,2.19,0.14,1301,2.37
2024-09-11 06:55:03,Los Angeles,1.69,0.15,4073,3.71
2024-09-15 15:44:03,Chicago,1.05,0.04,1451,2.93
2024-09-11 19:22:03,Houston,1.08,0.17,3553,1.53
2024-09-12 12:15:03,Phoenix,3.48,0.19,778,2.97
2024-09-14 07:17:03,New York,4.87,0.01,747,2.75
2024-09-13 10:36:03,Los Angeles,2.22,0.16,3627,3.47
2024-09-12 15:44:03,Chicago,1.22,0.13,1375,1.91
2024-09-14 07:08:03,Houston,4.35,0.13,3053,3.38
2024-09-15 23:13:03,Phoenix,3.36,0.07,4279,3.77
2024-09-13 12:28:03,New York,2.38,0.1,720,1.88
2024-09-13 17:08:03,Los Angeles,1.62,0.06,4536,2.77
2024-09-15 03:01:03,Chicago,4.31,0.07,3052,4.61
2024-09-13 19:44:03,Houston,3.25,0.1,674,1.33
2024-09-12 02:03:03,Phoenix,4.57,0.15,1973,2.31
2024-09-11 10:29:03,New York,1.96,0.15,4391,4.45
2024-09-13 05:29:03,Los Angeles,4.16,0.13,4578,1.25
2024-09-15 04:12:03,Chicago,1.4,0.01,4082,1.25
2024-09-14 19:16:03,Houston,3.67,0.07,4706,1.19
2024-09-11 10:43:03,Phoenix,1.65,0.16,4929,1.45
2024-09-12 13:37:03,New York,1.19,0.02,626,1.95
2024-09-12 16:36:03,Los Angeles,1.83,0.07,1880,3.12
2024-09-11 17:15:03,Chicago,1.56,0.0,3644,2.48
2024-09-13 13:07:03,Houston,2.78,0.15,2440,2.32
2024-09-15 17:07:03,Phoenix,4.37,0.07,1673,3.97
2024-09-13 18:46:03,New York,1.32,0.15,2518,4.1
2024-09-14 22:45:03,Los Angeles,4.19,0.07,2244,3.7
2024-09-12 20:07:03,Chicago,1.04,0.01,873,1.62
2024-09-16 03:18:03,Houston,2.89,0.19,2143,2.64
2024-09-12 15:58:03,Phoenix,1.4,0.08,568,2.84
2024-09-12 15:14:03,New York,4.35,0.17,4700,4.73
2024-09-15 23:59:03,Los Angeles,1.5,0.15,3219,3.19
2024-09-16 03:56:03,Chicago,3.02,0.12,811,3.39
2024-09-14 10:57:03,Houston,2.93,0.1,926,1.94
2024-09-11 20:50:03,Phoenix,2.38,0.02,3961,2.18
2024-09-15 19:20:03,New York,1.76,0.02,1125,1.46
2024-09-15 20:01:03,Los Angeles,4.95,0.01,3560,2.96
2024-09-11 12:24:03,Chicago,3.27,0.19,2187,3.49
2024-09-12 00:05:03,Houston,2.93,0.15,3603,2.57
2024-09-11 09:01:03,Phoenix,2.67,0.17,3007,2.73
2024-09-16 00:47:03,New York,1.72,0.19,4521,4.21
2024-09-13 20:24:03,Los Angeles,2.18,0.11,1231,4.56
2024-09-13 09:15:03,Chicago,3.1,0.17,3994,4.55
2024-09-11 18:09:03,Houston,4.8,0.06,2497,2.25
2024-09-14 11:17:03,Phoenix,3.55,0.06,2155,4.5
2024-09-15 21:04:03,New York,3.76,0.02,3233,4.93
2024-09-13 17:12:03,Los Angeles,4.16,0.13,1302,4.01
2024-09-15 22:56:03,Chicago,2.4,0.17,3731,2.46
2024-09-14 06:03:03,Houston,4.04,0.01,3321,2.48
2024-09-15 08:15:03,Phoenix,4.51,0.02,4316,1.81
2024-09-13 13:49:03,New York,4.87,0.17,1274,2.76
2024-09-14 12:36:03,Los Angeles,4.41,0.0,1502,2.83
2024-09-13 17:25:03,Chicago,1.88,0.03,3490,1.63
2024-09-15 09:21:03,Houston,4.29,0.09,2780,4.93
2024-09-11 07:46:03,Phoenix,4.75,0.15,4286,4.23
2024-09-11 23:11:03,New York,2.86,0.1,2818,1.37
2024-09-13 15:59:03,Los Angeles,3.54,0.07,1318,3.43
2024-09-12 05:53:03,Chicago,2.6,0.04,2853,4.14
2024-09-15 17:06:03,Houston,3.6,0.02,4203,1.63
2024-09-13 00:59:03,Phoenix,1.8,0.01,4981,3.86
2024-09-14 07:44:03,New York,1.48,0.16,3049,2.53
2024-09-11 08:28:03,Los Angeles,1.98,0.11,3040,1.74
2024-09-13 05:08:03,Chicago,3.59,0.2,3262,1.45
2024-09-15 00:54:03,Houston,1.61,0.17,3410,4.6
2024-09-13 04:03:03,Phoenix,2.8,0.02,2084,3.39
2024-09-14 19:00:03,New York,1.59,0.1,4960,3.19
2024-09-13 04:21:03,Los Angeles,3.73,0.13,3322,1.84
2024-09-12 02:13:03,Chicago,2.63,0.19,4497,2.27
2024-09-13 03:53:03,Houston,1.64,0.07,2699,2.9
2024-09-11 09:20:03,Phoenix,3.28,0.11,1760,4.19
2024-09-13 06:39:03,New York,1.56,0.02,2089,1.03
2024-09-14 21:14:03,Los Angeles,1.81,0.05,4340,1.44
2024-09-13 17:15:03,Chicago,3.35,0.09,1985,3.5
2024-09-12 08:03:03,Houston,4.67,0.13,4934,2.94
2024-09-15 23:12:03,Phoenix,4.94,0.07,3239,4.18
2024-09-15 07:18:03,New York,3.75,0.19,4314,4.45
2024-09-12 23:41:03,Los Angeles,2.01,0.16,4391,4.29
2024-09-15 16:39:03,Chicago,4.16,0.02,4946,3.83
2024-09-11 15:59:03,Houston,3.48,0.17,4530,4.41
2024-09-12 11:00:03,Phoenix,3.0,0.05,4129,2.23
2024-09-13 19:38:03,New York,2.03,0.19,2126,3.1
2024-09-13 15:05:03,Los Angeles,2.2,0.08,4528,2.2
2024-09-14 04:37:03,Chicago,2.27,0.0,542,1.07
2024-09-16 02:38:03,Houston,3.53,0.12,2796,1.49
2024-09-14 12:02:03,Phoenix,4.48,0.1,1283,4.55
2024-09-11 13:55:03,New York,2.88,0.15,3678,4.26
2024-09-13 17:14:03,Los Angeles,1.31,0.18,3715,2.72
2024-09-13 16:25:03,Chicago,2.1,0.1,2167,3.03
2024-09-15 18:59:03,Houston,4.59,0.09,2446,3.95
2024-09-14 15:32:03,Phoenix,2.27,0.05,2079,4.17
2024-09-11 15:58:03,New York,1.42,0.12,4676,4.49
2024-09-11 10:13:03,Los Angeles,1.59,0.2,1580,4.19
2024-09-14 17:17:03,Chicago,2.97,0.01,2852,3.0
2024-09-13 08:29:03,Houston,1.11,0.03,3729,4.94
2024-09-16 02:14:03,Phoenix,4.6,0.16,3314,4.78
2024-09-14 06:39:03,New York,3.18,0.1,1006,3.27
2024-09-11 19:11:03,Los Angeles,2.36,0.11,1058,3.76
2024-09-13 04:10:03,Chicago,1.27,0.02,2280,3.68
2024-09-13 22:43:03,Houston,2.69,0.05,4280,3.76
2024-09-14 15:32:03,Phoenix,3.18,0.14,2975,2.98
2024-09-14 09:42:03,New York,1.01,0.14,3583,3.3
2024-09-12 03:32:03,Los Angeles,3.99,0.06,4095,3.25
2024-09-13 19:05:03,Chicago,2.92,0.16,1112,3.8
2024-09-14 09:34:03,Houston,4.0,0.17,1252,1.75
2024-09-14 04:22:03,Phoenix,2.4,0.16,1179,4.39
2024-09-15 21:40:03,New York,4.33,0.15,3841,4.76
2024-09-13 07:31:03,Los Angeles,4.79,0.05,3193,2.26
2024-09-13 04:45:03,Chicago,4.12,0.02,2370,1.14
2024-09-14 09:29:03,Houston,2.97,0.03,3814,4.12
2024-09-11 17:30:03,Phoenix,3.51,0.03,2770,1.11
2024-09-11 07:16:03,New York,2.35,0.19,3950,2.45
2024-09-14 16:51:03,Los Angeles,4.8,0.01,1520,4.75
2024-09-11 11:32:03,Chicago,4.71,0.03,1767,4.31
2024-09-13 23:16:03,Houston,4.78,0.13,4856,2.07
2024-09-13 17:35:03,Phoenix,2.48,0.02,2011,2.45
2024-09-15 11:47:03,New York,3.52,0.18,2992,4.07
2024-09-14 01:22:03,Los Angeles,4.77,0.13,4398,1.47
2024-09-13 05:51:03,Chicago,1.94,0.14,4271,1.51
2024-09-16 04:23:03,Houston,1.84,0.1,3930,3.4
2024-09-13 02:33:03,Phoenix,4.22,0.04,3395,1.59
2024-09-16 01:29:03,New York,1.86,0.07,1288,1.2
2024-09-11 19:54:03,Los Angeles,3.65,0.12,4715,3.92
2024-09-14 10:38:03,Chicago,3.65,0.18,2430,2.35
2024-09-12 12:56:03,Houston,1.21,0.12,4050,2.49
2024-09-16 01:22:03,Phoenix,4.85,0.03,4738,4.46
2024-09-13 09:00:03,New York,3.47,0.13,1729,4.59
2024-09-14 05:31:03,Los Angeles,2.83,0.05,2761,1.97
2024-09-14 19:20:03,Chicago,3.54,0.05,2426,3.73
2024-09-12 10:00:03,Houston,1.69,0.03,857,2.88
2024-09-16 05:14:03,Phoenix,2.43,0.04,2327,3.86
2024-09-14 10:03:03,New York,3.72,0.07,1340,2.74
2024-09-14 09:24:03,Los Angeles,4.29,0.15,690,2.99
2024-09-11 14:28:03,Chicago,2.14,0.05,4445,2.24
2024-09-15 03:35:03,Houston,2.31,0.14,3300,3.18
2024-09-13 21:27:03,Phoenix,1.77,0.08,3666,4.96
2024-09-14 12:51:03,New York,1.31,0.02,4094,4.01
2024-09-11 11:11:03,Los Angeles,4.25,0.0,4657,1.87
2024-09-12 08:19:03,Chicago,2.68,0.01,1881,2.87
2024-09-12 22:41:03,Houston,2.2,0.06,4100,1.41
2024-09-15 06:05:03,Phoenix,2.07,0.07,4305,2.87
2024-09-11 11:45:03,New York,4.35,0.03,2452,1.12
2024-09-13 00:03:03,Los Angeles,4.61,0.06,4420,2.37
2024-09-14 22:25:03,Chicago,1.13,0.05,3629,1.16
2024-09-12 03:54:03,Houston,2.15,0.12,2875,3.53
2024-09-14 04:12:03,Phoenix,4.54,0.07,1200,4.93
2024-09-14 08:48:03,New York,1.57,0.11,3246,4.47
2024-09-13 10:16:03,Los Angeles,1.38,0.04,4373,3.32
2024-09-14 22:44:03,Chicago,1.83,0.11,988,1.01
2024-09-13 18:42:03,Houston,1.54,0.04,640,4.89
2024-09-16 04:05:03,Phoenix,2.0,0.01,3093,4.08
2024-09-15 23:17:03,New York,4.73,0.01,3668,1.71
2024-09-11 17:02:03,Los Angeles,3.36,0.08,1477,4.63
2024-09-12 12:53:03,Chicago,3.08,0.16,2358,4.11
2024-09-15 11:23:03,Houston,2.39,0.02,3027,4.13
2024-09-12 01:26:03,Phoenix,1.17,0.08,3756,1.45
2024-09-14 00:41:03,New York,2.64,0.17,1425,1.71
2024-09-15 06:24:03,Los Angeles,1.59,0.16,4819,4.57
2024-09-13 22:36:03,Chicago,2.03,0.01,3119,4.79
2024-09-12 20:34:03,Houston,2.2,0.13,2675,3.63
2024-09-14 13:29:03,Phoenix,3.1,0.15,2182,3.92
2024-09-14 18:13:03,New York,3.04,0.03,1361,1.98
2024-09-16 01:42:03,Los Angeles,1.17,0.2,3866,3.83
2024-09-14 13:50:03,Chicago,1.38,0.18,4884,3.81
2024-09-14 03:44:03,Houston,1.36,0.09,1168,1.23
2024-09-12 00:00:03,Phoenix,2.51,0.1,1887,1.37
2024-09-11 23:03:03,New York,4.55,0.15,4703,2.8
2024-09-14 18:59:03,Los Angeles,2.07,0.03,2358,3.49
2024-09-12 11:47:03,Chicago,3.64,0.06,4196,4.43
2024-09-11 12:01:03,Houston,1.52,0.08,747,2.23
2024-09-15 06:44:03,Phoenix,1.24,0.08,3387,3.25
2024-09-13 15:21:03,New York,3.32,0.16,4897,3.15
2024-09-13 13:06:03,Los Angeles,1.51,0.14,1984,2.84
2024-09-12 05:14:03,Chicago,2.69,0.04,1274,2.58
2024-09-13 22:53:03,Houston,2.81,0.11,1376,1.61
2024-09-11 11:13:03,Phoenix,4.29,0.18,3473,1.04
2024-09-15 06:34:03,New York,3.7,0.16,3889,4.87
2024-09-15 22:07:03,Los Angeles,1.19,0.02,2823,2.05
2024-09-14 23:02:03,Chicago,4.68,0.03,3067,3.8
2024-09-12 12:10:03,Houston,4.98,0.14,639,2.61
2024-09-14 14:21:03,Phoenix,1.34,0.13,1423,4.26
2024-09-13 15:41:03,New York,1.85,0.09,2055,2.33
2024-09-15 04:41:03,Los Angeles,1.71,0.1,2626,2.36
2024-09-13 16:12:03,Chicago,4.01,0.1,4740,1.67
2024-09-15 18:48:03,Houston,2.85,0.14,4686,3.03
2024-09-12 20:24:03,Phoenix,1.21,0.17,3158,4.37
2024-09-15 12:06:03,New York,2.8,0.05,3580,3.03
2024-09-11 11:44:03,Los Angeles,2.12,0.15,1785,2.55
2024-09-12 10:41:03,Chicago,1.55,0.18,3402,3.98
2024-09-15 08:44:03,Houston,1.06,0.03,3986,4.36
2024-09-15 04:29:03,Phoenix,1.72,0.03,1268,2.01
2024-09-12 07:01:03,New York,4.3,0.13,2779,3.82
2024-09-11 19:21:03,Los Angeles,4.44,0.15,2271,1.14
2024-09-14 03:29:03,Chicago,2.38,0.18,4909,3.88
2024-09-15 06:14:03,Houston,1.84,0.09,2722,2.8
2024-09-14 10:52:03,Phoenix,3.05,0.14,4290,1.33
2024-09-14 09:27:03,New York,4.47,0.02,1968,1.47
2024-09-14 11:17:03,Los Angeles,4.46,0.17,2343,2.16
2024-09-15 23:01:03,Chicago,3.26,0.02,2280,2.52
2024-09-12 07:03:03,Houston,4.6,0.17,2878,4.62
2024-09-13 21:36:03,Phoenix,1.23,0.08,4041,2.33
2024-09-11 09:08:03,New York,1.21,0.12,3038,1.93
2024-09-12 16:47:03,Los Angeles,3.65,0.16,1783,3.27
2024-09-11 21:32:03,Chicago,1.11,0.09,4584,3.65
2024-09-13 22:53:03,Houston,1.77,0.02,2502,2.72
2024-09-16 04:24:03,Phoenix,1.24,0.14,752,3.41
2024-09-14 03:27:03,New York,2.09,0.03,2377,3.85
2024-09-14 03:50:03,Los Angeles,3.98,0.08,4863,2.6
2024-09-15 17:26:03,Chicago,1.34,0.11,3127,2.32
2024-09-11 17:50:03,Houston,4.35,0.1,3129,2.83
2024-09-14 18:55:03,Phoenix,3.56,0.05,3431,1.29
2024-09-15 20:26:03,New York,1.78,0.12,1912,4.26
2024-09-14 09:12:03,Los Angeles,2.64,0.17,2914,2.19
2024-09-11 10:19:03,Chicago,4.79,0.14,3828,3.77
2024-09-12 12:57:03,Houston,4.05,0.11,3073,1.13
2024-09-11 21:04:03,Phoenix,2.68,0.11,3254,3.5
2024-09-12 01:05:03,New York,3.98,0.18,2073,3.45
2024-09-12 08:04:03,Los Angeles,3.98,0.19,2637,3.58
2024-09-12 12:19:03,Chicago,1.45,0.11,1172,3.29
2024-09-13 13:09:03,Houston,3.56,0.09,2814,4.43
2024-09-15 07:36:03,Phoenix,1.87,0.06,3844,4.76
2024-09-11 15:06:03,New York,1.71,0.12,3564,1.27
2024-09-14 13:34:03,Los Angeles,1.54,0.05,1597,4.87
2024-09-13 12:37:03,Chicago,1.17,0.06,3448,3.01
2024-09-11 20:19:03,Houston,3.0,0.03,4515,2.56
2024-09-14 03:17:03,Phoenix,2.45,0.11,4476,2.38
2024-09-13 00:34:03,New York,2.93,0.2,955,2.04
2024-09-13 17:42:03,Los Angeles,4.98,0.05,3671,3.89
2024-09-14 12:41:03,Chicago,2.08,0.04,1890,4.08
2024-09-12 15:14:03,Houston,1.79,0.14,3771,2.92
2024-09-12 20:25:03,Phoenix,1.68,0.19,4103,2.73
2024-09-11 08:53:03,New York,2.51,0.13,1098,2.2
2024-09-11 16:41:03,Los Angeles,1.46,0.08,500,2.59
2024-09-12 13:37:03,Chicago,4.55,0.07,3025,3.25
2024-09-15 00:13:03,Houston,3.14,0.1,3270,3.83
2024-09-15 12:03:03,Phoenix,4.5,0.17,1545,1.19
2024-09-11 15:45:03,New York,4.4,0.0,3795,4.05
2024-09-15 13:50:03,Los Angeles,4.56,0.14,2607,3.69
2024-09-15 09:40:03,Chicago,2.53,0.13,1952,4.29
2024-09-13 23:32:03,Houston,1.93,0.18,1897,2.29
2024-09-14 19:07:03,Phoenix,1.91,0.02,4025,3.99
2024-09-12 09:24:03,New York,3.29,0.02,4046,1.8
2024-09-13 07:13:03,Los Angeles,3.05,0.09,2669,1.76
2024-09-11 21:29:03,Chicago,2.59,0.15,1569,1.04
2024-09-15 03:47:03,Houston,1.61,0.16,746,2.29
2024-09-11 11:04:03,Phoenix,1.71,0.16,4035,1.22
2024-09-14 02:56:03,New York,3.21,0.18,4783,1.55
2024-09-13 05:21:03,Los Angeles,1.08,0.02,2072,2.58
2024-09-12 13:06:03,Chicago,4.9,0.17,2079,3.57
2024-09-12 02:07:03,Houston,3.19,0.19,2812,4.59
2024-09-12 09:51:03,Phoenix,4.86,0.1,530,4.62
2024-09-15 05:09:03,New York,4.17,0.07,3226,3.61
2024-09-13 04:58:03,Los Angeles,1.44,0.19,3169,4.04
2024-09-11 16:17:03,Chicago,1.45,0.04,1442,3.0
2024-09-14 09:16:03,Houston,2.71,0.07,4424,2.63
2024-09-12 00:51:03,Phoenix,4.57,0.13,989,2.65
2024-09-14 15:29:03,New York,2.95,0.1,1077,3.95
2024-09-12 18:25:03,Los Angeles,3.78,0.19,2054,2.13
2024-09-16 01:08:03,Chicago,1.3,0.04,1789,2.22
2024-09-12 17:49:03,Houston,1.17,0.03,1471,3.19
2024-09-13 18:17:03,Phoenix,4.43,0.13,2335,4.01
2024-09-13 21:34:03,New York,1.08,0.1,1594,3.0
2024-09-15 01:26:03,Los Angeles,1.94,0.04,2838,4.83
2024-09-13 12:11:03,Chicago,2.5,0.05,3448,4.73
2024-09-14 04:09:03,Houston,2.75,0.01,3492,3.27
2024-09-14 19:39:03,Phoenix,2.9,0.15,2983,2.11
2024-09-12 18:12:03,New York,2.41,0.1,4394,1.06
2024-09-11 19:00:03,Los Angeles,1.89,0.1,2576,4.34
2024-09-15 18:01:03,Chicago,1.73,0.11,2040,2.39
2024-09-15 23:29:03,Houston,3.62,0.07,2497,2.53
2024-09-14 07:13:03,Phoenix,1.31,0.16,2804,2.9
2024-09-12 18:09:03,New York,1.92,0.2,3224,2.93
2024-09-15 01:50:03,Los Angeles,2.94,0.1,2305,2.97
2024-09-13 18:44:03,Chicago,2.87,0.15,1031,4.67
2024-09-16 04:47:03,Houston,4.75,0.16,3327,3.02
2024-09-14 10:19:03,Phoenix,1.38,0.03,2690,2.23
2024-09-14 11:16:03,New York,3.29,0.09,4122,2.71
2024-09-14 03:19:03,Los Angeles,3.92,0.0,3527,3.22
2024-09-12 03:49:03,Chicago,1.23,0.12,4934,3.47
2024-09-12 05:02:03,Houston,2.49,0.01,855,2.14
2024-09-12 21:23:03,Phoenix,1.69,0.11,4355,2.65
2024-09-14 08:53:03,New York,2.35,0.16,2961,1.17
2024-09-13 23:18:03,Los Angeles,4.1,0.11,4385,3.14
2024-09-12 09:30:03,Chicago,1.75,0.13,2236,4.09
2024-09-14 08:59:03,Houston,1.62,0.07,1051,3.92
2024-09-14 16:12:03,Phoenix,1.32,0.06,1367,1.41
2024-09-11 07:52:03,New York,1.23,0.18,2382,1.19
2024-09-14 17:55:03,Los Angeles,3.69,0.11,1678,4.28
2024-09-14 01:17:03,Chicago,4.22,0.04,4708,4.66
2024-09-13 14:57:03,Houston,3.54,0.1,1526,2.29
2024-09-12 08:58:03,Phoenix,4.74,0.04,4078,3.89
2024-09-14 05:32:03,New York,4.79,0.15,1645,1.94
2024-09-13 05:59:03,Los Angeles,2.03,0.18,809,4.7
2024-09-14 08:57:03,Chicago,1.58,0.06,4511,2.0
2024-09-15 16:42:03,Houston,4.85,0.1,4694,3.85
2024-09-13 08:22:03,Phoenix,4.27,0.11,1987,3.77
2024-09-16 01:16:03,New York,2.64,0.14,2641,1.1
2024-09-13 19:22:03,Los Angeles,2.6,0.11,3205,1.99
2024-09-14 01:16:03,Chicago,4.9,0.11,1735,4.97
2024-09-12 17:45:03,Houston,4.54,0.18,2633,3.34
2024-09-11 14:32:03,Phoenix,1.61,0.18,3935,2.27
2024-09-11 09:01:03,New York,3.85,0.14,3391,1.07
2024-09-12 06:44:03,Los Angeles,4.51,0.17,3192,1.41
2024-09-15 18:52:03,Chicago,4.35,0.19,887,2.67
2024-09-15 18:10:03,Houston,1.07,0.07,4823,1.62
2024-09-14 05:18:03,Phoenix,3.35,0.18,2958,2.59
2024-09-13 12:02:03,New York,1.23,0.13,1557,2.69
2024-09-14 12:17:03,Los Angeles,2.65,0.2,1513,3.33
2024-09-15 04:05:03,Chicago,3.79,0.11,1032,2.77
2024-09-14 03:25:03,Houston,3.45,0.1,2912,3.44
2024-09-11 10:43:03,Phoenix,1.17,0.08,824,3.41
2024-09-15 08:53:03,New York,1.79,0.06,1531,1.74
2024-09-15 10:03:03,Los Angeles,3.57,0.16,4110,2.2
2024-09-13 04:18:03,Chicago,2.53,0.01,3250,1.68
2024-09-14 11:48:03,Houston,4.29,0.14,3291,2.92
2024-09-15 13:00:03,Phoenix,1.68,0.06,960,4.29
2024-09-12 16:01:03,New York,2.09,0.01,3054,2.79
2024-09-11 19:20:03,Los Angeles,2.29,0.06,4701,3.26
2024-09-13 05:47:03,Chicago,4.03,0.1,4169,3.83
2024-09-12 20:33:03,Houston,1.19,0.07,2982,4.1
2024-09-12 17:08:03,Phoenix,4.22,0.06,1413,1.91
2024-09-16 06:30:03,New York,2.58,0.02,1048,1.55
2024-09-15 02:28:03,Los Angeles,4.1,0.04,2661,3.97
2024-09-12 19:19:03,Chicago,1.34,0.03,1231,3.31
2024-09-15 20:22:03,Houston,1.52,0.14,2740,1.66
2024-09-13 19:02:03,Phoenix,1.3,0.04,2719,1.79
2024-09-13 02:28:03,New York,2.08,0.18,2101,1.07
2024-09-14 06:22:03,Los Angeles,2.85,0.17,1533,3.53
2024-09-14 09:19:03,Chicago,1.45,0.05,1805,2.9
2024-09-13 07:51:03,Houston,4.54,0.15,2565,2.59
2024-09-15 22:41:03,Phoenix,2.95,0.11,1837,4.27
2024-09-11 09:03:03,New York,1.41,0.01,1600,2.95
2024-09-11 17:03:03,Los Angeles,2.96,0.15,1087,2.2
2024-09-16 01:34:03,Chicago,3.06,0.18,786,3.1
2024-09-13 10:44:03,Houston,2.7,0.14,2368,1.48
2024-09-13 02:10:03,Phoenix,1.25,0.15,1157,1.66
2024-09-15 23:39:03,New York,4.74,0.02,637,4.55
2024-09-14 00:13:03,Los Angeles,4.16,0.05,3990,4.43
2024-09-14 00:40:03,Chicago,3.5,0.01,1925,2.69
2024-09-14 18:03:03,Houston,2.19,0.11,2409,3.64
2024-09-16 03:34:03,Phoenix,2.75,0.18,3146,2.27
2024-09-11 12:29:03,New York,2.36,0.06,2262,3.05
2024-09-11 18:59:03,Los Angeles,1.84,0.15,3829,2.38
2024-09-14 20:43:03,Chicago,3.68,0.18,4956,3.75
2024-09-12 18:43:03,Houston,3.61,0.1,1454,3.95
2024-09-13 00:03:03,Phoenix,3.86,0.0,1196,3.38
2024-09-15 19:38:03,New York,1.57,0.18,2841,1.34
2024-09-14 00:43:03,Los Angeles,1.5,0.02,3072,3.37
2024-09-13 21:10:03,Chicago,1.97,0.15,4216,3.5
2024-09-14 21:59:03,Houston,1.2,0.19,4577,4.9
2024-09-13 07:58:03,Phoenix,2.84,0.15,3155,3.01
2024-09-15 06:31:03,New York,1.03,0.16,4497,2.71
2024-09-14 11:40:03,Los Angeles,3.39,0.19,3843,2.75
2024-09-13 03:12:03,Chicago,4.07,0.1,3137,4.91
2024-09-13 10:19:03,Houston,2.33,0.05,2058,1.96
2024-09-14 05:50:03,Phoenix,2.62,0.07,2441,3.53
2024-09-15 01:23:03,New York,4.88,0.13,824,2.7
2024-09-12 22:16:03,Los Angeles,1.51,0.04,4911,2.13
2024-09-14 21:56:03,Chicago,4.04,0.19,2652,3.76
2024-09-15 13:09:03,Houston,4.7,0.19,1758,3.43
2024-09-11 21:44:03,Phoenix,2.74,0.01,3208,4.43
2024-09-15 13:16:03,New York,3.98,0.13,2994,1.98
2024-09-13 21:57:03,Los Angeles,3.13,0.06,3982,2.39
2024-09-15 16:17:03,Chicago,1.58,0.14,4354,2.01
2024-09-15 05:52:03,Houston,4.11,0.04,3229,3.07
2024-09-14 07:14:03,Phoenix,1.91,0.04,4027,2.12
2024-09-15 12:14:03,New York,2.88,0.17,3482,1.32
2024-09-12 19:45:03,Los Angeles,3.41,0.1,4191,3.92
2024-09-12 05:13:03,Chicago,3.48,0.1,3876,2.38
2024-09-12 03:56:03,Houston,4.69,0.09,2616,2.96
2024-09-13 02:21:03,Phoenix,4.11,0.16,3420,2.91
2024-09-13 07:21:03,New York,3.1,0.05,1123,2.05
2024-09-13 09:18:03,Los Angeles,1.93,0.03,2681,2.57
2024-09-12 16:55:03,Chicago,3.16,0.19,3280,2.72
2024-09-15 07:24:03,Houston,3.95,0.0,2277,3.89
2024-09-14 12:55:03,Phoenix,1.56,0.05,3623,4.6
2024-09-11 18:27:03,New York,4.57,0.06,4497,2.53
2024-09-11 12:19:03,Los Angeles,1.69,0.19,4670,2.81
2024-09-15 18:58:03,Chicago,2.87,0.05,736,2.18
2024-09-13 13:36:03,Houston,1.4,0.06,2225,2.93
2024-09-16 00:51:03,Phoenix,4.8,0.19,1356,3.56
2024-09-12 10:46:03,New York,4.92,0.05,1359,2.05
2024-09-14 16:22:03,Los Angeles,2.08,0.13,3531,3.37
2024-09-13 21:46:03,Chicago,2.74,0.15,4128,1.95
2024-09-14 00:34:03,Houston,4.42,0.16,3034,4.13
2024-09-14 01:34:03,Phoenix,4.14,0.1,3770,1.88
2024-09-16 02:31:03,New York,1.37,0.08,1485,2.46
2024-09-11 10:46:03,Los Angeles,3.41,0.14,1492,2.19
2024-09-11 21:37:03,Chicago,4.55,0.09,3020,1.89
2024-09-14 17:06:03,Houston,2.79,0.13,2419,2.2
2024-09-15 12:56:03,Phoenix,1.03,0.08,981,4.9
2024-09-14 13:44:03,New York,1.3,0.03,4021,2.23
2024-09-12 00:19:03,Los Angeles,1.31,0.01,2858,2.92
2024-09-15 00:17:03,Chicago,2.16,0.05,2213,1.82
2024-09-11 17:52:03,Houston,3.49,0.1,3358,1.6
